,value,datetime
304,0.7834553056896791,2019-07-13T16:00:00+02:00
305,0.7755915104869291,2019-07-13T17:00:00+02:00
306,0.7685377571995077,2019-07-13T18:00:00+02:00
307,0.7619454540056492,2019-07-13T19:00:00+02:00
308,0.7556832946468199,2019-07-13T20:00:00+02:00
309,0.7515910692934485,2019-07-13T21:00:00+02:00
310,0.7415427041259298,2019-07-13T22:00:00+02:00
311,0.6986817146588398,2019-07-13T23:00:00+02:00
312,0.6592034125937309,2019-07-14T00:00:00+02:00
313,0.6193844766619194,2019-07-14T01:00:00+02:00
314,0.5922152946275651,2019-07-14T02:00:00+02:00
315,0.5736493854663978,2019-07-14T03:00:00+02:00
316,0.5634345710429882,2019-07-14T04:00:00+02:00
317,0.5571177355243754,2019-07-14T05:00:00+02:00
318,0.554838031824085,2019-07-14T06:00:00+02:00
319,0.5474403056678364,2019-07-14T07:00:00+02:00
320,0.577293238484526,2019-07-14T08:00:00+02:00
321,0.6230631109521746,2019-07-14T09:00:00+02:00
322,0.6610041364393064,2019-07-14T10:00:00+02:00
323,0.6835895920076087,2019-07-14T11:00:00+02:00
324,0.699533271500579,2019-07-14T12:00:00+02:00
325,0.7162316767736869,2019-07-14T13:00:00+02:00
326,0.7234699655785054,2019-07-14T14:00:00+02:00
327,0.7043878466889384,2019-07-14T15:00:00+02:00
328,0.6923578950607838,2019-07-14T16:00:00+02:00
329,0.6895112566248236,2019-07-14T17:00:00+02:00
330,0.6899606863107396,2019-07-14T18:00:00+02:00
331,0.6932224740108074,2019-07-14T19:00:00+02:00
332,0.6998937724299207,2019-07-14T20:00:00+02:00
333,0.7214808663630902,2019-07-14T21:00:00+02:00
334,0.7465072716092634,2019-07-14T22:00:00+02:00
335,0.7086569556798388,2019-07-14T23:00:00+02:00
336,0.6644401365752038,2019-07-15T00:00:00+02:00
337,0.6271745633927779,2019-07-15T01:00:00+02:00
338,0.5986959916754225,2019-07-15T02:00:00+02:00
339,0.5840983752387838,2019-07-15T03:00:00+02:00
340,0.5796211629404934,2019-07-15T04:00:00+02:00
341,0.5958865552881293,2019-07-15T05:00:00+02:00
342,0.6557160753001742,2019-07-15T06:00:00+02:00
343,0.7201549486195744,2019-07-15T07:00:00+02:00
344,0.7866180363267292,2019-07-15T08:00:00+02:00
345,0.8442512720415529,2019-07-15T09:00:00+02:00
346,0.8810829975479759,2019-07-15T10:00:00+02:00
347,0.897809728689104,2019-07-15T11:00:00+02:00
348,0.923525137023604,2019-07-15T12:00:00+02:00
349,0.9383504455800946,2019-07-15T13:00:00+02:00
350,0.926503721693505,2019-07-15T14:00:00+02:00
351,0.9129541623736142,2019-07-15T15:00:00+02:00
352,0.9131055582949285,2019-07-15T16:00:00+02:00
353,0.9098091284478222,2019-07-15T17:00:00+02:00
354,0.8912698478285954,2019-07-15T18:00:00+02:00
355,0.8780518792446543,2019-07-15T19:00:00+02:00
356,0.8594080878589403,2019-07-15T20:00:00+02:00
357,0.8457670398808466,2019-07-15T21:00:00+02:00
358,0.8261804255953322,2019-07-15T22:00:00+02:00
359,0.766666747359218,2019-07-15T23:00:00+02:00
360,0.7325834658012863,2019-07-16T00:00:00+02:00
361,0.6894984849416986,2019-07-16T01:00:00+02:00
362,0.6568681423330904,2019-07-16T02:00:00+02:00
363,0.6430860493402675,2019-07-16T03:00:00+02:00
364,0.6348437504217229,2019-07-16T04:00:00+02:00
365,0.642683755234338,2019-07-16T05:00:00+02:00
366,0.6889120448686201,2019-07-16T06:00:00+02:00
367,0.7416221167264501,2019-07-16T07:00:00+02:00
368,0.8007610197991418,2019-07-16T08:00:00+02:00
369,0.854075645816574,2019-07-16T09:00:00+02:00
370,0.88810742326674,2019-07-16T10:00:00+02:00
371,0.9053126890622999,2019-07-16T11:00:00+02:00
372,0.926520694954303,2019-07-16T12:00:00+02:00
373,0.9388666274834767,2019-07-16T13:00:00+02:00
374,0.92581942103317,2019-07-16T14:00:00+02:00
375,0.91234793871295,2019-07-16T15:00:00+02:00
376,0.909493620572104,2019-07-16T16:00:00+02:00
377,0.9071037019766977,2019-07-16T17:00:00+02:00
378,0.8897589493673995,2019-07-16T18:00:00+02:00
379,0.8759252966167755,2019-07-16T19:00:00+02:00
380,0.8566346013945175,2019-07-16T20:00:00+02:00
381,0.8441810416968741,2019-07-16T21:00:00+02:00
382,0.8194148281912282,2019-07-16T22:00:00+02:00
383,0.765885003486892,2019-07-16T23:00:00+02:00
384,0.7269453937644859,2019-07-17T00:00:00+02:00
385,0.685841526340233,2019-07-17T01:00:00+02:00
386,0.6558476319838673,2019-07-17T02:00:00+02:00
387,0.643050377667574,2019-07-17T03:00:00+02:00
388,0.6342715567577075,2019-07-17T04:00:00+02:00
389,0.6422839097299663,2019-07-17T05:00:00+02:00
